SENARAI SEKOLAH RENDAH DAN MENENGAH SEPERTI PADA 31 JANUARI 2020,,,,,,,,,,,,,,,,,,,,
BIL,NEGERI,PPD,PERINGKAT,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,MURID,GURU,PRASEKOLAH,INTEGRASI,KOORDINATXX,KOORDINATYY
98,PERAK,PPD KINTA UTARA,Rendah,SK KHAS,ABA2044,SEKOLAH KEBANGSAAN PENDIDIKAN KHAS IPOH,"JALAN KUALA KANGSAR, ANJUNG TAWAS",31200,CHEMOR,052910310,052910311,ABA2044@moe.edu.my,Bandar,SK,44,32,ADA,TIADA,101.106157,4.655194743
99,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2045,SEKOLAH KEBANGSAAN JELAPANG,TAMAN MERU,30020,IPOH,055265553,055285158,ABA2045@moe.edu.my,Bandar,SK,1031,85,TIADA,TIADA,101.068498,4.650460464
100,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2046,SEKOLAH KEBANGSAAN DATO' AHMAD SAID TAMBAHAN,LEBUH RAJAWALI,30020,IPOH,055268889,055268889,ABA2046@moe.edu.my,Bandar,SK,633,47,TIADA,TIADA,101.067524,4.627209
101,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2047,SEKOLAH KEBANGSAAN POS RAYA,JALAN CAMERON HIGHLANDS,31300,KG KEPAYANG,TIADA,0195584473,ABA2047@moe.edu.my,Luar Bandar,SK,238,25,TIADA,TIADA,101.25402,4.574771
102,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2049,SEKOLAH KEBANGSAAN SERI TANJUNG,TANJUNG RAMBUTAN,31250,TANJONG RAMBUTAN,TIADA,TIADA,ABA2049@moe.edu.my,Bandar,SK,153,15,TIADA,TIADA,101.194428,4.693184
103,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2050,SEKOLAH KEBANGSAAN SERI AMPANG,JLN RAJA MUSA MAHADI,31350,IPOH,053120663,053126046,ABA2050@moe.edu.my,Bandar,SK,811,55,TIADA,TIADA,101.126254,4.584
104,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2051,SEKOLAH KEBANGSAAN JALAN PEGOH,"LRG. PEGOH 4, TMN. PENGKALAN JAYA",31650,IPOH,053214701,053220982,ABA2051@moe.edu.my,Bandar,SK,862,63,TIADA,TIADA,101.080888,4.554196
105,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2052,SEKOLAH KEBANGSAAN SERI KELEBANG,KG SERI KELEBANG,31200,CHEMOR,052916844,052924485,ABA2052@moe.edu.my,Bandar,SK,843,57,TIADA,TIADA,101.096706,4.656919
106,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2053,SEKOLAH KEBANGSAAN PERPADUAN,TAMAN PERPADUAN,31150,ULU KINTA,055333859,055333878,ABA2053@moe.edu.my,Bandar,SK,779,63,TIADA,TIADA,101.150659,4.635484
107,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2055,SEKOLAH KEBANGSAAN RAJA CHULAN,DESA CEMPAKA,31400,IPOH,055456599,055456599,ABA2055@moe.edu.my,Bandar,SK,423,46,ADA,ADA,101.129539,4.590531
108,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2056,SEKOLAH KEBANGSAAN TAMAN BERSATU,SIMPANG PULAI,31300,KG KEPAYANG,053577355,053573068,ABA2056@moe.edu.my,Bandar,SK,719,52,TIADA,TIADA,101.121254,4.535151
109,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2057,SEKOLAH KEBANGSAAN PENGKALAN,TAMAN PINJI MEWAH,31500,LAHAT,053226860,053213563,ABA2057@moe.edu.my,Bandar,SK,1075,75,TIADA,TIADA,101.0858248,4.531900345
110,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2058,SEKOLAH KEBANGSAAN JATI,"JALAN TAMAN JATI 1, TAMAN JATI, JELAPANG",30020,IPOH,055286863,055287863,ABA2058@moe.edu.my,Bandar,SK,535,51,TIADA,TIADA,101.074223,4.656033166
111,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2059,SEKOLAH KEBANGSAAN BANDAR BARU PUTERA,JALAN BERCHAM,31400,IPOH,055333959,055331320,ABA2059@moe.edu.my,Bandar,SK,768,56,TIADA,TIADA,101.144648,4.662933
112,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2060,SEKOLAH KEBANGSAAN SILIBIN,"PERSIARAN JELAPANG 13,TAMAN SILIBIN",30100,IPOH,055264416,055264416,ABA2060@moe.edu.my,Bandar,SK,468,44,TIADA,TIADA,101.051196,4.61821
113,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2061,SEKOLAH KEBANGSAAN TASEK DERMAWAN,"KAMPUNG TERSUSUN TASEK, BERCHAM",31400,IPOH,055483749,055484751,ABA2061@moe.edu.my,Bandar,SK,405,41,TIADA,TIADA,101.1193229,4.639548355
114,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2062,SEKOLAH KEBANGSAAN SIMPANG PULAI,JALAN BESAR KG MERAWAN INDAH,31300,KG KEPAYANG,053572939,053572939,ABA2062@moe.edu.my,Bandar,SK,440,47,ADA,ADA,101.119495,4.519763
115,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2063,SEKOLAH KEBANGSAAN RAPAT JAYA,KG. RAPAT JAYA TAMBAHAN,31350,IPOH,053115996,053125997,ABA2063@moe.edu.my,Bandar,SK,511,39,TIADA,TIADA,101.090724,4.550161
116,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2064,SEKOLAH KEBANGSAAN PINJI,PERSIARAN BUNGA RAYA,31650,IPOH,053211778,053211778,ABA2064@moe.edu.my,Bandar,SK,309,35,ADA,ADA,101.081198,4.565475523
117,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2065,SEKOLAH KEBANGSAAN JELAPANG JAYA,"LALUAN KERANJI 5, KG DATO' AHMAD SAID TAMBAHAN 3",30020,IPOH,055261511,055261511,ABA2065@moe.edu.my,Bandar,SK,167,28,ADA,ADA,101.075136,4.634638
118,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2066,SEKOLAH KEBANGSAAN BUNTONG,PERSIARAN DESA RISHAH (S) 1/1B,30100,IPOH,052810279,052810355,ABA2066@moe.edu.my,Bandar,SK,268,31,ADA,ADA,101.046632,4.58698
119,PERAK,PPD KINTA SELATAN,Rendah,SK,ABA2067,SEKOLAH KEBANGSAAN SERI JAYA,"KAMPONG SERI JAYA, JALAN CHANGKAT LARANG",31000,BATU GAJAH,053651561,053651561,ABA2067@moe.edu.my,Bandar,SK,398,34,TIADA,TIADA,101.064665,4.478902
120,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2068,SEKOLAH KEBANGSAAN RAPAT SETIA,JALAN TENAGA,31350,IPOH,053135443,053129107,ABA2068@moe.edu.my,Bandar,SK,411,37,TIADA,TIADA,101.1256958,4.567579449
121,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2069,SEKOLAH KEBANGSAAN WIRA JAYA,HALAMAN AMPANG,31350,IPOH,053188132,053188131,ABA2069@moe.edu.my,Bandar,SK,190,21,TIADA,TIADA,101.137528,4.585242276
122,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2070,SEKOLAH KEBANGSAAN SERI MUTIARA,JALAN TUNKU ABDUL RAHMAN,30010,IPOH,055061925,055060410,ABA2070@moe.edu.my,Bandar,SK,258,39,ADA,ADA,101.0826627,4.63230319
123,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2071,SEKOLAH KEBANGSAAN TASIK DAMAI,JALAN TAWAS BARU UTARA,30010,IPOH,052931151,052931151,ABA2071@moe.edu.my,Bandar,SK,976,81,ADA,ADA,101.103025,4.656515
124,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2072,SEKOLAH KEBANGSAAN PAKATAN JAYA,TAMAN PAKATAN JAYA,31150,ULU KINTA,055365681,055365686,ABA2072@moe.edu.my,Bandar,SK,1085,70,TIADA,TIADA,101.1444562,4.639264785
125,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2073,SEKOLAH KEBANGSAAN KELEBANG JAYA,PLOT 2597,31200,CHEMOR,052912534,052910849,ABA2073@moe.edu.my,Bandar,SK,1367,81,TIADA,TIADA,101.107051,4.688368
126,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2074,SEKOLAH KEBANGSAAN TANAH HITAM,JALAN ULU KUANG,31200,CHEMOR,052012145,052012416,ABA2074@moe.edu.my,Bandar,SK,567,43,TIADA,TIADA,101.149156,4.742995
127,PERAK,PPD KINTA UTARA,Rendah,SK,ABA2075,SEKOLAH KEBANGSAAN MERU RAYA,MERU RAYA,30020,IPOH,055253417,055253468,ABA2075@moe.edu.my,Bandar,SK,659,42,ADA,ADA,101.089645,4.670887
128,PERAK,PPD KRIAN,Rendah,SK,ABA3001,SEKOLAH KEBANGSAAN ALOR PONGSU,JALAN SELAMA ALOR PONGSU,34300,BAGAN SERAI,057217675,057219167,ABA3001@moe.edu.my,Luar Bandar,SK,529,60,ADA,ADA,100.5923582,5.056039897
129,PERAK,PPD KRIAN,Rendah,SK,ABA3002,SEKOLAH KEBANGSAAN BAGAN SERAI,LORONG SEKOLAH,34300,BAGAN SERAI,057210423,057219352,ABA3002@moe.edu.my,Bandar,SK,354,58,ADA,ADA,100.537224,5.011188
130,PERAK,PPD KRIAN,Rendah,SK,ABA3003,SEKOLAH KEBANGSAAN BUKIT MERAH,PEKAN BUKIT MERAH,34310,BAGAN SERAI,057218827,057218029,ABA3003@moe.edu.my,Luar Bandar,SK,374,36,TIADA,TIADA,100.654248,5.043386
131,PERAK,PPD KRIAN,Rendah,SK,ABA3004,SEKOLAH KEBANGSAAN CHANGKAT LOBAK,CHANGKAT LOBAK,34310,BAGAN SERAI,058395732,058395953,ABA3004@moe.edu.my,Bandar,SK,159,19,TIADA,TIADA,100.632228,5.128415
132,PERAK,PPD KRIAN,Rendah,SK,ABA3005,SEKOLAH KEBANGSAAN DATO' MAS'UD,JALAN KAMPUNG KEDAH,34300,BAGAN SERAI,057218013,057210600,ABA3005@moe.edu.my,Bandar,SK,123,22,TIADA,TIADA,100.555583,4.969275292
133,PERAK,PPD KRIAN,Rendah,SK,ABA3006,SEKOLAH KEBANGSAAN KUALA KURAU,JALAN BESAR KUALA KURAU,34350,KUALA KURAU,057277900,057278311,ABA3006@moe.edu.my,Bandar,SK,385,57,ADA,ADA,100.433278,5.019701
134,PERAK,PPD KRIAN,Rendah,SK,ABA3007,SEKOLAH KEBANGSAAN MATANG GERDU,JALAN SIAKAP,34300,BAGAN SERAI,057216541,057219667,ABA3007@moe.edu.my,Bandar,SK,697,63,TIADA,TIADA,100.498869,5.019394
135,PERAK,PPD KRIAN,Rendah,SK,ABA3008,SEKOLAH KEBANGSAAN MATANG JELUTONG,"KG MATANG JELUTONG, JALAN SELAMA",34300,BAGAN SERAI,057210663,057216618,ABA3008@moe.edu.my,Bandar,SK,126,18,TIADA,TIADA,100.5625443,5.033052634
136,PERAK,PPD KRIAN,Rendah,SK,ABA3009,SEKOLAH KEBANGSAAN PARIT HAJI TAIB,PARIT HAJI TAIB,34300,BAGAN SERAI,01165750548,057141308,ABA3009@moe.edu.my,Bandar,SK,173,17,TIADA,TIADA,100.5753836,5.01918015
137,PERAK,PPD KRIAN,Rendah,SK,ABA3010,SEKOLAH KEBANGSAAN PARIT HAJI AMAN,PARIT HAJI AMAN,34300,BAGAN SERAI,057143405,057141315,ABA3010@moe.edu.my,Bandar,SK,190,28,TIADA,TIADA,100.5999761,5.016692406
138,PERAK,PPD KRIAN,Rendah,SK,ABA3011,SEKOLAH KEBANGSAAN SUNGAI BOGAK,KAMPUNG SUNGAI BOGAK,34300,BAGAN SERAI,057214509,057217705,ABA3011@moe.edu.my,Bandar,SK,143,20,TIADA,TIADA,100.5175521,5.04571969
139,PERAK,PPD KRIAN,Rendah,SK,ABA3012,SEKOLAH KEBANGSAAN SRI SIAKAP,SIMPANG TIGA,34350,KUALA KURAU,057277340,057270106,ABA3012@moe.edu.my,Bandar,SK,298,34,TIADA,TIADA,100.440396,5.030648
140,PERAK,PPD KRIAN,Rendah,SK,ABA3013,SEKOLAH KEBANGSAAN TEBUK PANCUR,SIMPANG EMPAT,34400,SEMANGGOL,058902343,058904497,ABA3013@moe.edu.my,Bandar,SK,189,29,TIADA,TIADA,100.6514987,5.0140685
141,PERAK,PPD KRIAN,Rendah,SK,ABA3014,SEKOLAH KEBANGSAAN TELUK MEDAN,"JALAN TAIPING, TELUK MEDAN",34300,BAGAN SERAI,057219190,057210719,ABA3014@moe.edu.my,Bandar,SK,282,35,TIADA,TIADA,100.5758661,4.987589024
142,PERAK,PPD KRIAN,Rendah,SK,ABA3015,SEKOLAH KEBANGSAAN TELOK PIAL,TELOK PIAL,34350,KUALA KURAU,057279980,057279980,ABA3015@moe.edu.my,Bandar,SK,150,17,TIADA,TIADA,100.413725,5.040299
143,PERAK,PPD KRIAN,Rendah,SK,ABA3016,SEKOLAH KEBANGSAAN JALAN BAHARU,JALAN BAHARU,34200,PARIT BUNTAR,057169629,057174314,ABA3016@moe.edu.my,Bandar,SK,394,41,TIADA,TIADA,100.468871,5.0602518
144,PERAK,PPD KRIAN,Rendah,SK,ABA3017,SEKOLAH KEBANGSAAN HAJI RAMLI,KEDAI EMPAT,34250,TANJONG PIANDANG,057162169,057162170,ABA3017@moe.edu.my,Bandar,SK,153,18,TIADA,TIADA,100.4358098,5.108283803
145,PERAK,PPD KRIAN,Rendah,SK,ABA3018,SEKOLAH KEBANGSAAN KAMPONG KEDAH,KAMPONG KEDAH,34200,PARIT BUNTAR,057175767,057176907,ABA3018@moe.edu.my,Bandar,SK,198,26,TIADA,TIADA,100.4793424,5.1169707
146,PERAK,PPD KRIAN,Rendah,SK,ABA3019,SEKOLAH KEBANGSAAN SRI KERIAN,JALAN RIA,34200,PARIT BUNTAR,057164814,057172640,ABA3019@moe.edu.my,Bandar,SK,267,39,ADA,ADA,100.4880273,5.1274029
147,PERAK,PPD KRIAN,Rendah,SK,ABA3020,SEKOLAH KEBANGSAAN PARIT HJ WAHAB,TANJONG PIANDANG,34250,TANJONG PIANDANG,057255479,057257535,ABA3020@moe.edu.my,Bandar,SK,218,27,TIADA,TIADA,100.4256107,5.088099876
148,PERAK,PPD KRIAN,Rendah,SK,ABA3021,SEKOLAH KEBANGSAAN PARIT TOK NGAH,JALAN BAHARU,34200,PARIT BUNTAR,057175646,057175646,ABA3021@moe.edu.my,Bandar,SK,140,18,TIADA,TIADA,100.4575414,5.0798301
149,PERAK,PPD KRIAN,Rendah,SK,ABA3022,SEKOLAH KEBANGSAAN SUNGAI BAHARU,SUNGAI BAHARU,34350,KUALA KURAU,057250807,057256650,ABA3022@moe.edu.my,Bandar,SK,167,22,TIADA,TIADA,100.394984,5.040648
150,PERAK,PPD KRIAN,Rendah,SK,ABA3023,SEKOLAH KEBANGSAAN SUNGAI BURONG,PARIT TELOK PIAL,34350,KUALA KURAU,01165750542,057141389,ABA3023@moe.edu.my,Bandar,SK,159,19,TIADA,TIADA,100.438003,5.053268
151,PERAK,PPD KRIAN,Rendah,SK,ABA3024,SEKOLAH KEBANGSAAN SUNGAI STAR,JALAN SEMPADAN,34200,PARIT BUNTAR,057167323,057175909,ABA3024@moe.edu.my,Bandar,SK,185,24,TIADA,TIADA,100.4527595,5.127116273
152,PERAK,PPD KRIAN,Rendah,SK,ABA3025,SEKOLAH KEBANGSAAN TANAH KEBUN,TANAH KEBUN,34200,PARIT BUNTAR,057173005,057175287,ABA3025@moe.edu.my,Bandar,SK,438,37,TIADA,TIADA,100.4800051,5.076489433
153,PERAK,PPD KRIAN,Rendah,SK,ABA3026,SEKOLAH KEBANGSAAN TANJONG PIANDANG,JALAN ATAS,34250,TANJONG PIANDANG,057250228,057255524,ABA3026@moe.edu.my,Bandar,SK,529,64,ADA,ADA,100.3932061,5.076200844
154,PERAK,PPD KRIAN,Rendah,SK,ABA3027,SEKOLAH KEBANGSAAN TITI SERONG,TITI SERONG,34200,PARIT BUNTAR,057160227,057160227,ABA3027@moe.edu.my,Bandar,SK,582,51,ADA,ADA,100.466431,5.103921
155,PERAK,PPD KRIAN,Rendah,SK,ABA3028,SEKOLAH KEBANGSAAN SUNGAI MEGAT ARIS,"SUNGAI MEGAT ARIS, BAGAN TIANG",34250,TANJONG PIANDANG,057255411,057255411,ABA3028@moe.edu.my,Bandar,SK,380,41,TIADA,TIADA,100.408441,5.106616
156,PERAK,PPD KRIAN,Rendah,SK,ABA3029,SEKOLAH KEBANGSAAN GUNONG SEMANGGOL,"GUNONG SEMANGGOL, SIMPANG EMPAT",34400,SEMANGGOL,058901714,058901714,ABA3029@moe.edu.my,Bandar,SK,278,34,TIADA,TIADA,100.650746,4.968423
157,PERAK,PPD KRIAN,Rendah,SK,ABA3030,SEKOLAH KEBANGSAAN KAMPONG DEW,KAMPUNG DEW,34400,SIMPANG EMPAT,058921928,058921928,ABA3030@moe.edu.my,Bandar,SK,122,18,TIADA,TIADA,100.6591518,4.912935908
158,PERAK,PPD KRIAN,Rendah,SK,ABA3031,SEKOLAH KEBANGSAAN DATO' ALAUDIN,KAMPUNG SELINSING ,34400,SIMPANG EMPAT ,058901711,058901711,ABA3031@moe.edu.my,Bandar,SK,363,33,TIADA,TIADA,100.6278916,4.927920371
159,PERAK,PPD KRIAN,Rendah,SK,ABA3032,SEKOLAH KEBANGSAAN SAMA GAGAH,"SIMPANG EMPAT, SEMANGGOL",34400,SIMPANG EMPAT,058410041,TIADA,ABA3032@moe.edu.my,Bandar,SK,107,16,TIADA,TIADA,100.633659,4.915061026
160,PERAK,PPD KRIAN,Rendah,SK,ABA3033,SEKOLAH KEBANGSAAN SUNGAI KEPAR,SIMPANG EMPAT SEMANGGOL,34400,SIMPANG EMPAT,058902064,058902064,ABA3033@moe.edu.my,Bandar,SK,298,46,ADA,ADA,100.6301828,4.949574517
161,PERAK,PPD KRIAN,Rendah,SK,ABA3034,SEKOLAH KEBANGSAAN SERI PINANG,JALAN GULA,34400,SIMPANG EMPAT,058904992,058904992,ABA3034@moe.edu.my,Bandar,SK,139,19,TIADA,TIADA,100.5976272,4.950312879
162,PERAK,PPD KRIAN,Rendah,SK,ABA3035,SEKOLAH KEBANGSAAN KAMPONG TUA,KAMPONG TUA,34400,SIMPANG EMPAT,058993439,058410126,ABA3035@moe.edu.my,Bandar,SK,125,16,TIADA,TIADA,100.6300748,4.968287758
163,PERAK,PPD KRIAN,Rendah,SK,ABA3036,SEKOLAH KEBANGSAAN KAMPONG SELAMAT,KAMPONG SELAMAT,34400,SIMPANG EMPAT,058905215,058905215,ABA3036@moe.edu.my,Luar Bandar,SK,68,16,TIADA,TIADA,100.6889061,4.985307
164,PERAK,PPD KRIAN,Rendah,SK,ABA3037,SEKOLAH KEBANGSAAN HAJI DAHLAN,"TEBOK MATAU, SIMPANG EMPAT",34400,GUNONG SEMANGGOL,058413077,058410133,ABA3037@moe.edu.my,Bandar,SK,154,20,TIADA,TIADA,100.632935,4.98865
165,PERAK,PPD KRIAN,Rendah,SK,ABA3038,SEKOLAH KEBANGSAAN KUALA GULA,KUALA GULA,34350,KUALA KURAU,058900021,058900021,ABA3038@moe.edu.my,Luar Bandar,SK,91,20,ADA,ADA,100.4672416,4.93892741
166,PERAK,PPD KRIAN,Rendah,SK,ABA3039,SEKOLAH KEBANGSAAN KUALA KURAU (BARU),BATU 14 JALAN PANTAI,34350,KUALA KURAU,057270433,057270433,ABA3039@moe.edu.my,Luar Bandar,SK,211,27,TIADA,TIADA,100.412855,5.017458
167,PERAK,PPD KRIAN,Rendah,SK,ABA3040,SEKOLAH KEBANGSAAN BARU PARIT BUNTAR,JALAN SEKOLAH,34200,PARIT BUNTAR,057175820,057176906,ABA3040@moe.edu.my,Bandar,SK,394,38,TIADA,TIADA,100.4806809,5.124809637
168,PERAK,PPD KRIAN,Rendah,SK,ABA3041,SEKOLAH KEBANGSAAN WAWASAN,PEKAN BARU,34200,PARIT BUNTAR,057175922,057176316,ABA3041@moe.edu.my,Bandar,SK,202,27,TIADA,TIADA,100.49399,5.118171
169,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4001,SEKOLAH KEBANGSAAN SAYONG,KUALA KANGSAR,33040,KUALA KANGSAR,057765100,057765100,ABA4001@moe.edu.my,Bandar,SK,197,31,TIADA,TIADA,100.9586094,4.775789944
170,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4002,SEKOLAH KEBANGSAAN KOTA LAMA KANAN,KOTA LAMA KANAN,33040,KUALA KANGSAR,057760887,057760887,ABA4002@moe.edu.my,Bandar,SK,254,30,TIADA,TIADA,100.9521817,4.785571738
171,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4003,SEKOLAH KEBANGSAAN PADANG AMPANG,JALAN IPOH,33000,KUALA KANGSAR,057771362,057771362,ABA4003@moe.edu.my,Bandar,SK,130,19,TIADA,TIADA,100.9538545,4.81048094
172,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4004,SEKOLAH KEBANGSAAN BELURU,"JALAN KAMPUNG KUBANG HALBAN, ENGGOR",33600,KUALA KANGSAR,057733173,057733173,ABA4004@moe.edu.my,Bandar,SK,137,19,TIADA,TIADA,100.9425992,4.823734717
173,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4005,SEKOLAH KEBANGSAAN BENDANG KERING,KG. BENDANG KERING,33040,KUALA KANGSAR,057760206,057760206,ABA4005@moe.edu.my,Luar Bandar,SK,134,18,TIADA,TIADA,100.9703579,4.764350877
174,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4006,SEKOLAH KEBANGSAAN MENORA,KAMPUNG MENORA,33000,KUALA KANGSAR,057763905,057763905,ABA4006@moe.edu.my,Luar Bandar,SK,74,16,TIADA,TIADA,100.9463719,4.717240528
175,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4007,SEKOLAH KEBANGSAAN BEKOR,KG. BEKOR,33800,KUALA KANGSAR,052562105,052562105,ABA4007@moe.edu.my,Luar Bandar,SK,167,20,ADA,ADA,100.926995,4.578282
176,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4008,SEKOLAH KEBANGSAAN KUALA KENAS,JALAN KUALA KENAS,33000,KUALA KANGSAR,052560198,TIADA,ABA4008@moe.edu.my,Luar Bandar,SK,13,7,TIADA,TIADA,100.928062,4.672889816
177,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4009,SEKOLAH KEBANGSAAN SENGGANG,"JALAN TUN SABAN, KAMPUNG SENGGANG",33000,KUALA KANGSAR,058410137,058410137,ABA4009@moe.edu.my,Luar Bandar,SK,102,23,ADA,ADA,100.9286467,4.668944022
178,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4010,SEKOLAH KEBANGSAAN RAMBAI TUJUH,KAMPUNG RAMBAI TUJUH,33000,KUALA KANGSAR,057762310,057762310,ABA4010@moe.edu.my,Luar Bandar,SK,42,11,TIADA,TIADA,100.963873,4.69185
179,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4011,SEKOLAH KEBANGSAAN SULTAN IDRIS II,"646, JLN TUN ABDUL RAZAK",33000,KUALA KANGSAR,057762403,057762403,ABA4011@moe.edu.my,Bandar,SK,471,46,TIADA,TIADA,100.93501,4.77573
180,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4012,SEKOLAH KEBANGSAAN RAJA PEREMPUAN MUZWIN,BUKIT CHANDAN,33000,KUALA KANGSAR,057763009,057777442,ABA4012@moe.edu.my,Luar Bandar,SK,684,51,TIADA,TIADA,100.944828,4.764274
181,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4013,SEKOLAH KEBANGSAAN TANAH MERAH,LUBOK MERBAU,33010,KUALA KANGSAR,057777266,057777266,ABA4013@moe.edu.my,Bandar,SK,77,12,TIADA,TIADA,100.909323,4.811688
182,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4014,SEKOLAH KEBANGSAAN SYEIKH MOHD. IDRIS AL-MARBAWI,LUBOK MERBAU,33010,KUALA KANGSAR,057767199,057767199,ABA4014@moe.edu.my,Bandar,SK,272,42,ADA,ADA,100.89479,4.806117
183,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4015,SEKOLAH KEBANGSAAN KATI,JALAN BESAR KATI,33020,KUALA KANGSAR,057520690,057520690,ABA4015@moe.edu.my,Luar Bandar,SK,239,28,TIADA,TIADA,100.9064456,4.87803188
184,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4016,SEKOLAH KEBANGSAAN CHEH,KATI,33020,KUALA KANGSAR,057520953,057520953,ABA4016@moe.edu.my,Luar Bandar,SK,99,12,TIADA,TIADA,100.9360561,4.878795628
185,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4017,SEKOLAH KEBANGSAAN SAUK,JALAN LENGGONG,33500,KUALA KANGSAR,057512443,057512443,ABA4017@moe.edu.my,Luar Bandar,SK,237,25,TIADA,TIADA,100.9242891,4.943162695
186,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4018,SEKOLAH KEBANGSAAN SULTAN ABDUL AZIZ,KAMPUNG KETIOR,33000,KUALA KANGSAR,052561244,052561244,ABA4018@moe.edu.my,Bandar,SK,133,18,TIADA,TIADA,100.91413,4.71479
187,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4019,SEKOLAH KEBANGSAAN ULU KENAS,KAMPUNG ULU KENAS,33800,MANONG,057431335,057431335,ABA4019@moe.edu.my,Bandar,SK,76,17,TIADA,TIADA,100.901883,4.68275
188,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4020,SEKOLAH KEBANGSAAN LEMPOR,JALAN BESAR MANONG,33800,KUALA KANGSAR,057431572,057431572,ABA4020@moe.edu.my,Luar Bandar,SK,103,18,TIADA,TIADA,100.8987671,4.652511818
189,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4021,SEKOLAH KEBANGSAAN JELIANG,"JALAN BARU, KAMPUNG JELIANG",33800,MANONG,057432177,057432681,ABA4021@moe.edu.my,Luar Bandar,SK,111,17,TIADA,TIADA,100.8749697,4.624176444
190,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4022,SEKOLAH KEBANGSAAN ARA PANJANG,KG. ARA PANJANG,33800,MANONG,057432645,057432645,ABA4022@moe.edu.my,Luar Bandar,SK,43,12,TIADA,TIADA,100.8904588,4.618099693
191,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4023,SEKOLAH KEBANGSAAN MANONG,JALAN BRUAS,33800,MANONG,057430327,057431977,ABA4023@moe.edu.my,Luar Bandar,SK,210,33,ADA,ADA,100.8824481,4.590631007
192,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4024,SEKOLAH KEBANGSAAN ULU PIOL,"JALAN HJ OTHMAN, KG ULU PIOL",33800,MANONG,057432731,057432731,ABA4024@moe.edu.my,Luar Bandar,SK,56,12,TIADA,TIADA,100.87874,4.57964
193,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4025,SEKOLAH KEBANGSAAN TALANG,JALAN TAIPING,33000,KUALA KANGSAR,057765822,057765822,ABA4025@moe.edu.my,Bandar,SK,538,45,TIADA,TIADA,100.913889,4.775
194,PERAK,PPD KUALA KANGSAR,Rendah,SK,ABA4026,SEKOLAH KEBANGSAAN PADANG ASAM,PADANG ASAM,33700,PADANG RENGAS,057583418,057583418,ABA4026@moe.edu.my,Bandar,SK,127,13,TIADA,TIADA,100.88564,4.769872687
