Case Number,Proceeding ID,Reserved Price (RM),Number of Properties in Auction,Auction Date/Time,Number of Auction,Deposit (Refundable),Address,Lot Number,Parcel Number,Storey Number,Building Number,State,Mukim,District,Coordinate GPS,Property Type,Land Title,Tenure,Built Up (Sf),Land Size (ft²),Land Size (m²),Reserved Area (Malay Reserve/Lot Bumi),Caveat,link,Document,Land Size (acre),Land Size (hectare)
BA-38-1648-08/2023,4a15e4f9-7230-47b3-abfa-716407b633ed," RM 700,000.00",1,"05/03/2024, 09",1,"RM 70,000.00","No. 8, Lebuh Pendamar Indah 1, Taman Pendamar Indah, 42000, Pelabuhan Klang, Selangor",PT 26049,N/A,N/A,N/A,Selangor,Klang,Klang,,Shop Houses,Building,Freehold,"2,800","1,600.000000",148.640000,N/A,Kaveat persendirian oleh RHB Bank Berhad melalui Perserahan No. 30249/2006 daftar pada 11/7/2006 (TELAH LUPUS),https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44477,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b6140d23-5bb8-4d0b-b093-647b6c75f7e3&Inline=true,,
BA-38-1748-09/2023,8b1f6043-c6de-48c9-adab-66317f148b15," RM 360,000.00",1,"05/03/2024, 09",1,"RM 36,000.00","14, Hamzah Alang 26A, Taman Ku, 42200, Kapar, Selangor",715 Seksyen 4,N/A,N/A,N/A,Selangor,Pekan Kapar,Klang,,Terrace,Building,Freehold,0,"1,432.000000",133.000000,N/A,16007/2020,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44823,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8d26e438-f6e6-42e5-b19f-b5de9f0fbc0a&Inline=true,,
BA-38-1762-09/2023,e1d8bbf3-b76e-4b9f-9b75-d036a9f105e2," RM 620,000.00",1,"05/03/2024, 09",1,"RM 62,000.00","NO 6, JALAN SL 9/8F, BANDAR SUNGAI LONG, 43000, CHERAS, Selangor",PT NO 49942,N/A,N/A,N/A,Selangor,MUKIM CHERAS,ULU LANGAT,,Terrace,Building,Freehold,0,"1,400.000000",130.100000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44775,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b3c544aa-fadf-48a7-85c4-500c9cf10b50&Inline=true,,
BA-38-1774-09/2023,2adbe859-40f4-474e-9c52-1dc6cc139237," RM 550,800.00",1,"05/03/2024, 09",1,"RM 55,080.00","No. 13, Jalan Ungu U9/28A, Sunway Kayangan, Seksyen U9, 40150, Shah Alam, Selangor",Lot 14218,N/A,N/A,N/A,Selangor,Bukit Raja,Petaling,,Terrace,Building,Leasehold,"1,798","1,798.000000",167.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44824,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ea990952-9783-4da9-bf58-153360870a32&Inline=true,,
BA-38-1778-09/2023,9dd72b6b-d302-4a65-b314-f476d32e051c," RM 342,000.00",1,"05/03/2024, 09",1,"RM 34,200.00","Unit No. D-2-1, Aras 2, Blok D, Seri Puri Apartment, Desa Aman Puri, 52100, KEPONG, Selangor",Lot 64487,19,2,M1-A,Selangor,Bandar Kepong,Gombak,,Apartment,Residential,Freehold,0,"1,152.000000",107.000000,N/A,13038/2020 (KVSK) KAVEAT PERSENDIRIAN ATAS KEPENTINGAN OLEH AMBANK (M) BERHAD,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44830,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=260e959c-eb15-42a8-a4c4-918c7b4963a3&Inline=true,,
BA-38-1783-09/2023,c4b6947a-6ee2-413a-9a7a-bafa9512f9aa," RM 1,620,000.00",1,"05/03/2024, 09",1,"RM 162,000.00","No. 30, Peninsula Park, Jalan Peninsula Niaga 8, 45000, Kuala Selangor, Selangor","No. PT 503, Seksyen 3",N/A,N/A,N/A,Selangor,Pekan Pasir Penambang,Daerah Kuala Selangor,,ShopOffice,Building,Freehold,0,"3,404.000000",316.200000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44831,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e0f8f326-d1d3-464c-af28-a485ee35ffb3&Inline=true,,
BA-38-1793-09/2023,3b6d3478-8860-4ca1-8d8d-e0b9b87359df," RM 320,000.00",1,"05/03/2024, 09",1,"RM 32,000.00","No. B-3-47, 3, Block B, Jalan Batu Unjur 9, Taman Bayu Perdana, 41200, Klang, Selangor",Lot 60500 Seksyen 30,469,4,M2,Selangor,Klang,Klang,,Flat,Residential,Freehold,"1,152","1,152.000000",107.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44833,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7cdf0bc9-543c-4f15-b946-ea749cab5597&Inline=true,,
BA-38-1798-09/2023,5e9b012b-5155-4f6e-8f12-9b90b1872e19," RM 450,000.00",1,"05/03/2024, 09",1,"RM 45,000.00","No. 56, Jalan Hamzah Alang 22/KU9, Taman Intan, 42200, KAPAR, Selangor",PT 46143,N/A,N/A,N/A,Selangor,Kapar,Klang,,Terrace,Building,Freehold,0,"1,636.000000",152.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44826,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=82041b89-213b-4d9f-b801-04ad461ea395&Inline=true,,
BA-38-1803-09/2023,21119a8f-537a-412e-83ac-2de2e17b0716," RM 210,600.00",1,"05/03/2024, 09",1,"RM 21,060.00","Unit No. C-10-01, Desa Perangsang, Jalan PJS 3/52, 46150, Petaling Jaya, Selangor",Lot 64008,Petak No. 120,Tingkat No. 11,Bangunan No. M1,Selangor,Bandar Petaling Jaya Selatan,Petaling,,Apartment,Residential,Leasehold,0,764.000000,71.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44931,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=00e4f89d-e4fc-491c-ab3e-805f7d444773&Inline=true,,
BA-38-1808-09/2023,052311fa-07cc-4023-a870-f1e7793667b7," RM 260,000.00",1,"05/03/2024, 09",1,"RM 26,000.00","Unit No. C-9-1, Tingkat 9, Jalan Aman, Aman Puri Apartment, Desa Aman Puri, 52100, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Lot 64492,404,8,M3,Selangor,Bandar Kepong,Gombak,,Apartment,Residential,Freehold,0,904.000000,84.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44828,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=66d1b092-0960-4645-950f-601d86a64017&Inline=true,,
BA-38-1813-09/2023,c0815ee1-85dc-43f2-92da-f8716f67e735," RM 170,000.00",1,"05/03/2024, 09",1,"RM 17,000.00","Unit No. C-1-29, Pangsapuri Seri Markisa, Jalan TPT 1, Taman Puchong Tekali, 47150, Puchong, Selangor",Lot 87989,33,1,M1,Selangor,Petaling,Petaling,,Apartment,Residential,Freehold,0,657.000000,61.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44829,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bfedff54-b978-42d0-b121-5d740d62f114&Inline=true,,
BA-38-820-04/2023,22bc776f-d56d-4d8b-8ad2-64ec0df41710," RM 1,100,000.00",1,"05/03/2024, 09",1,"RM 110,000.00","No. 12, Jalan Frekuensi U16/119, Elmina East, Seksyen 16, 40160, Shah Alam, Selangor",PT 50136,N/A,N/A,N/A,Selangor,Sungai Buloh,Petaling,,Terrace,Building,Freehold,0,"2,752.000000",255.630000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44535,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=8850ffb0-3d69-4e70-b852-306cf70c9f3a&Inline=true,,
WA-38-1167-07/2023,f8975c72-8f3d-4aef-b0e3-ca1f7e42948a," RM 342,000.00",1,"05/03/2024, 09",1,"RM 34,200.00","Unit No. 811, Level 8, Block B, Astana Putra Condominium, Jalan BRP 1/1, Bukit Rahman Putra, 40160, Shah Alam, Selangor",33701,158,8,M2,Selangor,Pekan Baru Sungai Buloh,Petaling,,Condominium,Residential,Freehold,0,"1,044.000000",97.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/42310,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b46176f5-18a5-4e37-ab13-31618434e821&Inline=true,,
WA-38-1503-08/2023,7529ce11-9777-4d2a-9a81-d3fe06f3c4d8," RM 270,000.00",1,"05/03/2024, 09",1,"RM 27,000.00","B-7-03, Pangsapuri Puchong Permata, Jalan Permai 4, Taman Puchong Permai, 47100, Puchong, Selangor",Lot 65122,213,8,M2,Selangor,Pekan Puchong Perdana,Petaling,-,Apartment,Residential,Leasehold,850,850.000000,79.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43219,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=9390ddc6-016b-420a-a999-7421b64cebb3&Inline=true,,
WA-38-1763-09/2023,4a999b46-757a-42fc-98ba-4e2abab4fe52," RM 1,350,000.00",1,"05/03/2024, 09",1,"RM 135,000.00","No. 17, Puncak Perdana (Perdana Heights), Jalan Puncak Perdana 2A, Taman Cheras Perdana, 43200, Cheras, Selangor",PT 32140,N/A,N/A,N/A,Selangor,Bandar Cheras,Ulu Langat,,Semi-Detached,Building,Freehold,0,"3,197.000000",297.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44801,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=12255566-ac45-4340-a9c8-53b0c7a80426&Inline=true,,
WA-38-1990-10/2023,3b287604-6222-4aeb-8cc4-dccf11fa0c19," RM 648,000.00",1,"05/03/2024, 09",1,"RM 64,800.00","No. 42A, Jalan BS 2, Taman Bukit Segar, 68000, Ampang (43200 Kuala Lumpur), Selangor",PT 6622,-,-,-,Selangor,Ampang,Ulu Langat,-,Terrace,Building,Leasehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44688,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=f8d8e0c9-3ec8-4b67-bf07-d37904317148&Inline=true,,
WA-38-2072-10/2023,4d41b2e8-ac17-420f-9d8c-57e2c0fd27a6," RM 1,260,000.00",1,"05/03/2024, 09",1,"RM 126,000.00","NO. H-69-G & H-69-1, BLOCK H, JALAN TEKNOLOGI 3/9, BISTARI DE' KOTA, KOTA DAMANSARA, 47810, PETALING JAYA, Selangor",PT 10911,N/A,N/A,N/A,Selangor,PEKAN BARU SUNGAI BULOH,PETALING,,ShopOffice,Building,Leasehold,0,"1,647.000000",153.000000,N/A,KAVEAT PERSENDIRIAN ATAS TANAH OLEH HONG LEONG BANK BERHAD MELALUI PERSERAHAN NO. 47473/2022 DIDAFTARKAN PADA 4/10/2022,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44580,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1c562ff7-4ac3-47f8-b48b-3c645434227a&Inline=true,,
WA-38-2182-11/2023,0ccb2b4b-3d35-4538-b6d4-a7315f60cf0b," RM 320,000.00",1,"05/03/2024, 09",1,"RM 32,000.00","No. 1, Jalan Haji Hamzah Alang 7, 42200, Kapar, Selangor",PT 430,N/A,N/A,N/A,Selangor,KAPAR,KLANG,,Terrace,Building,Freehold,0,"2,131.000000",198.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45154,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=16ee9ecf-e28a-4c07-9e59-286cd1f6c920&Inline=true,,
WA-38-2204-11/2023,f8d1becd-f796-44d9-9741-44e9c55ba214," RM 110,000.00",1,"05/03/2024, 09",1,"RM 11,000.00","A120 Blok A, 2, Jalan Seksyen 1/1, Taman Kajang Utama (Rumah Pangsa), 43000, Kajang, Selangor",19917 SEKSYEN 10,140,2,M2,Selangor,BANDAR KAJANG,HULU LANGAT,,Flat,Residential,Freehold,0,614.000000,57.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44803,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=cd485812-c0ba-4989-b899-911eb2630a2f&Inline=true,,
WA-38-2205-11/2023,d5d4338a-ad2e-4cc2-b1f1-b2e2fcaf6d11," RM 270,000.00",1,"05/03/2024, 09",1,"RM 27,000.00","No B3-10-07, Block 3, Pandan Court, Pandan Mewah, 68000, Ampang, Selangor",48482 Seksyen 15,612,11,M3,Selangor,Bandar Ampang,Hulu Langat,,Condominium,Residential,Leasehold,818,818.000000,76.000000,N/A,Kaveat persendirian telah didaftarkan atas Hartanah ini oleh CIMB Bank Berhad melalui Perserahan No. 19468/2022 (KVSK) yang didaftarkan pada 10.11.2022,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44804,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=5134d36b-96db-4d65-9561-dcbca67c3bb2&Inline=true,,
WA-38-2455-12/2023,47786cb8-19f3-4900-8812-09eb1bf45def," RM 243,000.00",1,"05/03/2024, 09",1,"RM 24,300.00","No. AH-01-03, Subang Perdana  Court 10, Persiaran Mulia, Jalan USJ 15, 47630, UEP Subang Jaya, Selangor",Lot 62097,N/A,N/A,N/A,Selangor,Pekan Subang Jaya,Petaling,,Apartment,Residential,Freehold,0,0.000000,0.000000,N/A,Kaveat oleh Hong Leong Bank Berhad melalui Pers. No 6783/2018 (KVSK) didaftarkan pada 26.06.2018,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44571,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=17f12fcc-8b55-49f8-819c-46eca3594f76&Inline=true,,
WA-38-2468-12/2023,3d272f84-a9c3-4b89-a94e-768640d94767," RM 268,000.00",1,"05/03/2024, 09",1,"RM 26,800.00","Unit No. 4A-06-02, Blok A, Saraka Apartment, Jalan Wawasan 4/12, Pusat Bandar Puchong, 47160, Puchong, Selangor",Lot 409,55,7,M1,Selangor,Pekan Kinrara,Petaling,,Apartment,Residential,Freehold,0,915.000000,85.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44827,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=be99ccc5-33a3-4a5d-b8a1-183a692196e1&Inline=true,,
JA-38-6-01/2024,a6361ef7-30df-473e-9007-e07c790b306c," RM 410,000.00",1,"05/03/2024, 11",1,"RM 41,000.00","No. 14-08, Aras 14, Pangspuri Lagenda Tasek, Taman Suria Muafakat, 81200, Johor Bahru, Johor",LOT 45240,N/A,N/A,N/A,Johor,Bandar Johor Bahru,Johor Bahru,,Serviced Apartment,Building,Leasehold,0,0.000000,0.000000,N/A,KAVEAT PERSENDIRIAN OLEH RHB ISLAMIC BANK BERHAD PRES. NO. 34659/2020,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45289,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=1e7ed200-7d1e-4de6-8a36-6a479a9173f1&Inline=true,,
JB-38-126-06/2023,6a4bc932-23c3-4a3c-af61-a527c53e22f6," RM 250,000.00",1,"05/03/2024, 11",1,"RM 25,000.00","NO. 101, JALAN YAKIN 14, TAMAN SRI LAMBAK, 86000, KLUANG, Johor",LOT 6116,N/A,N/A,N/A,Johor,RENGAM,KLUANG,,Terrace,Building,Leasehold,0,"2,928.000000",272.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/40457,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=190d4976-df85-49f9-99fa-5e1d13388eaf&Inline=true,,
JB-38-132-06/2023,8fd57e1f-09ab-46df-97c5-cc493761685f," RM 345,000.00",1,"05/03/2024, 11",1,"RM 34,500.00","NO. 1, JALAN SERI SETIA 8, TAMAN SERI SETIA, 86000, KLUANG, Johor",LOT 96046,N/A,N/A,N/A,Johor,KLUANG,KLUANG,,Terrace,Building,Freehold,0,"3,724.000000",346.000000,LOT UNTUK BUMIPUTRA,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/40460,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=c65da5a2-dcd3-444c-99ab-d0f2231410e8&Inline=true,,
JB-38-174-08/2023,901884ec-3e25-47c9-b8b6-26741e61f3bc," RM 64,000.00",1,"05/03/2024, 11",1,"RM 6,400.00","LOT 8852, OFF JALAN KOLEH TAR, TAMAN TUNKU ABDUL RAHMAN, 85000, SEGAMAT, Johor",8852,N/A,N/A,N/A,Johor,POGOH,SEGAMAT,,Terrace,Building,Freehold,0,488.850000,149.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44658,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=2ce0d5c8-91a8-4c7b-a996-b91e7f494e2b&Inline=true,,
JB-38-249-10/2023,a62d54c7-f38f-4f6f-a96b-d90ec395be2e," RM 520,000.00",1,"05/03/2024, 11",1,"RM 52,000.00","29, Jalan Kencana 1A/11, Taman Pura Kencana, Sri Gading, 83300, Batu Pahat, Johor",PTD 50927,N/A,N/A,N/A,Johor,Simpang Kanan,Batu Pahat,,Semi-Detached,Building,Freehold,0,"3,401.000000",316.000000,N/A,"1. Ow Boon See (12080/2021)2. O See Liong (18543/2021)",https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45618,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=135b3959-609a-4ae2-8191-3d5a510913b6&Inline=true,,
JB-38-253-11/2023,409bf0b2-858c-406b-8413-b14b8d56757f," RM 380,000.00",1,"05/03/2024, 11",1,"RM 38,000.00","No. 53, Jalan Utama 5/5, Taman Utama, 85000, Segamat, Johor",PTD 16682,N/A,N/A,N/A,Johor,Sungai Segamat,Segamat,,Terrace,Building,Freehold,"2,476","1,647.000000",153.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44279,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=418fd60a-9014-4a8a-ba26-169b7227899d&Inline=true,,
JB-38-285-12/2023,1d4163cb-728a-4116-bc85-20459bfb9a9e," RM 1,100,000.00",1,"05/03/2024, 11",1,"RM 110,000.00","NO. 14, JALAN DATO RAUF, 86000, KLUANG, Johor",PTB 7679,N/A,N/A,N/A,Johor,KLUANG,KLUANG,,Shop-Lot,Building,Leasehold,0,163.500000,625.780000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44280,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=c132088d-c00b-4e90-a84e-2346b6fc2594&Inline=true,,
JB-38-286-12/2023,87ee14df-d8ea-4f73-a2d9-ff6554e10f39," RM 251,100.00",1,"05/03/2024, 11",1,"RM 25,110.00","No. 14, Jalan Sawi 3, Taman Bahagia Baru, 83000, Batu Pahat, Johor",Lot 23236,N/A,N/A,N/A,Johor,Simpang Kanan,Batu Pahat,,Terrace,Building,Freehold,0,"1,194.360000",111.000000,N/A,Megafest Sdn Bhd melalui No. Perserahan 30941/2021 bertarikh 31 Oktober 2021,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44281,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=e63fa04b-906d-4bb8-a5a2-20a803e0934c&Inline=true,,
JB-38-287-12/2023,3f263a5b-8d8c-47c8-81da-8a69d087bf1e," RM 251,100.00",1,"05/03/2024, 11",1,"RM 25,110.00","No. 12, Jalan Sawi 3, Taman Bahagia Baru, 83000, Batu Pahat, Johor",Lot 23235,N/A,N/A,N/A,Johor,Simpang Kanan,Batu Pahat,,Terrace,Building,Freehold,0,"1,194.360000",111.000000,N/A,Megafest Sdn. Bhd. melalui No. Perserahan 30936/2021 bertarikh 31 Oktober 2021.,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44284,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=ac8c19e9-d864-4e63-9df0-12d656338c17&Inline=true,,
JB-38-288-12/2023,19de3a75-ef74-47c3-9790-e6360fc8586e," RM 105,300.00",1,"05/03/2024, 11",1,"RM 10,530.00","NO. 32, JALAN SEPAT, TAMAN TASEK KAMPUNG JAWA, 85000, SEGAMAT, Johor",PTD 3675,N/A,N/A,N/A,Johor,SUNGAI SEGAMAT,SEGAMAT,,Terrace,Building,Freehold,143,"1,540.000000",143.070000,PENGISYTIHARAN REZAB MELAYU,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44659,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=90327bd9-4bd7-49d1-ba2b-ae36ef022622&Inline=true,,
JB-38-291-12/2023,a1829544-26a7-4190-8a27-a89ab9ac0dd2," RM 260,000.00",1,"05/03/2024, 11",1,"RM 26,000.00","No. 573, Jalan Seri Impian 4/17, Taman Seri Impian, 86000, Kluang, Johor",66066,N/A,N/A,N/A,Johor,Kluang,Kluang,,Terrace,Residential,Freehold,0,"1,646.900000",153.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44660,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b438f0b7-b388-4f87-836c-b534e4138452&Inline=true,,
JB-38-292-12/2023,e09611da-09f5-4d30-b070-2584499157d1," RM 180,000.00",1,"05/03/2024, 11",1,"RM 18,000.00","NO. 236, JALAN SERI IMPIAN 1/6, TAMAN SERI IMPIAN, 86000, KLUANG, Johor",LOT 63533,N/A,N/A,N/A,Johor,KLUANG,KLUANG,,Terrace,Building,Freehold,0,"1,399.000000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44661,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b692ed35-c5fd-44a4-aeb5-a27986cb0339&Inline=true,,
JB-38-293-12/2023,48e3e2a6-d59a-471a-85c5-75a2ea4e8b54," RM 251,505.00",1,"05/03/2024, 11",1,"RM 25,150.50","NO. 353, JALAN SERI IMPIAN 1/8, TAMAN SERI IMPIAN, 86000, KLUANG, Johor",LOT 63730,N/A,N/A,N/A,Johor,KLUANG,KLUANG,,Terrace,Building,Freehold,0,"2,691.000000",250.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44726,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7b4e0e99-e8d0-4c64-8c32-645348950a56&Inline=true,,
JB-38-294-12/2023,8312816f-b3bd-4ae1-a51c-555e56b5577d," RM 262,440.00",1,"05/03/2024, 11",1,"RM 26,244.00","NO. 774, JALAN SERI IMPIAN 6/31, TAMAN SERI IMPIAN, 86000, KLUANG, Johor",LOT 80668 [dahulunya dikenali sebagai PTD 86366],N/A,N/A,N/A,Johor,KLUANG,KLUANG,,Terrace,Building,Freehold,0,"1,399.310000",130.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/44776,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a800c872-6e25-4ea1-b506-e67c0820ba36&Inline=true,,
NA-38-1069-10/2023,8c20dcb7-c2da-4eb8-b018-ddfd06cc0ec4," RM 120,000.00",1,"05/03/2024, 11",1,"RM 12,000.00","Lot No. 11573, Jalan Tasik Senangin 1/6A, Bandar Tasik Senangin, 71750, Lenggeng, Negeri Sembilan",LOT 11573,N/A,N/A,N/A,Negeri Sembilan,LENGGENG,SEREMBAN,,Land,Building,Freehold,0,,,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/45052,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=bac811a1-7015-4428-9dee-a6f2d1c91a51&Inline=true,0.090000,0.040000
NA-38-1243-12/2023,e8d9b390-bd03-426c-b57e-c8ba247e7e6c," RM 477,000.00",1,"05/03/2024, 11",1,"RM 47,700.00","NO.194, JALAN TBK 1/12, TAMAN BUKIT KEPAYANG, 70200, SEREMBAN, Negeri Sembilan",LOT 13112,N/A,N/A,N/A,Negeri Sembilan,PEKAN BUKIT KEPAYANG,SEREMBAN,,Semi-Detached,Residential,Freehold,0,"3,196.880000",297.000000,N/A,"DIKAVEATKAN OLEH BANK ISLAMMALAYSIA BERHAD NO. PER. 261/2018TARIKH 10.1.2018",https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43811,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a1d1b625-a8b7-48a8-b5d3-5608e4c2ec86&Inline=true,,
NA-38-1250-12/2023,5423a307-d8fb-4738-a155-b1d108bdf492," RM 405,000.00",1,"05/03/2024, 11",1,"RM 40,500.00","NO. 51, JALAN LAMAN ORKID 3/2, NILAI IMPIAN, 71800, SEREMBAN, Negeri Sembilan",LOT 60068,N/A,N/A,N/A,Negeri Sembilan,BANDAR NILAI UTAMA,SEREMBAN,,Terrace,Building,Freehold,0,0.000000,135.000000,"""TIDAK BERKENAAN (TETAPI UNTUK BUMIPUTERA SAHAJA)""",N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43812,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=b7ac6643-8099-4508-9eaa-462f56e08ac7&Inline=true,,
NA-38-1252-12/2023,2fadc308-c41e-44b7-ac16-7e7a59848f8c," RM 250,000.00",1,"05/03/2024, 11",1,"RM 25,000.00","No. 1680, Taman Tuan Sheikh, 70300, Seremban, Negeri Sembilan",19554,N/A,N/A,N/A,Negeri Sembilan,Bandar Seremban,Seremban,,Terrace,Building,Freehold,0,"1,765.000000",164.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43813,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=60300742-19b8-4273-9b4c-553b69526f3a&Inline=true,,
NA-38-1256-12/2023,bdccf8fc-fbb1-4a5c-a060-ca5a8186932e," RM 520,000.00",1,"05/03/2024, 11",1,"RM 52,000.00","No. 105, Jalan Ainsdale 2/10, Bandar Ainsdale, 70200, Seremban, Negeri Sembilan",PT 35425,N/A,N/A,N/A,Negeri Sembilan,Mukim Labu,Seremban,,Terrace,Building,Freehold,0,"1,650.000000",153.330000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43810,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=7f176832-9c2c-42ee-8c65-72fe96722058&Inline=true,,
NA-38-1262-12/2023,fb594ed2-4a89-4146-b922-49a7de38e1a6," RM 520,000.00",1,"05/03/2024, 11",1,"RM 52,000.00","No. 119, Jalan Ara Sendayan 1/4, Ara Sendayan, 70300, Seremban, Negeri Sembilan",PT No. 25671,N/A,N/A,N/A,Negeri Sembilan,Rasah,Seremban,,Terrace,Building,Freehold,0,"1,500.000000",139.000000,N/A,N/A,https://elelong.kehakiman.gov.my/BidderWeb/Home/Detail/43805,https://efs.kehakiman.gov.my/EFSWeb/DocDownloader.aspx?DocumentID=a86c1764-9261-45d8-9c03-46a108f2aa4f&Inline=true,,
